sentimenScore;text
1;  jahre adfc wismar    ein toller tag    das radfahren     00a0   00bd     00ba   00b5   wismar     00a0   00bd     00b8   008a     00a0   00bd     00b8   008a    isst lecker hier  gasthaus   bsche   
1;ein toller abend  tiefenort saarland cdu
0;    wer will  dass die eu bleibt wie sie ist  der will nicht  dass sie bleibt  agh
-1;krankenkasse   sst todkranken lukas     stich
1;gratulation nach kiel  gleichstellung quote frauenpower
1;daniela  amp  gerlinde sind das erste berliner frauenpaar  hurra  amp  herzlichen   ckwunsch ehefueralle
0;ich habe ein video  einer  playlist hinzugef      art   versammlungsfreiheit
1;jetzt expertengespr   zum thema antizyganismus  deutschland 
1;wirtschaft   brummt  auch  landkreis harz   wirtschaftsminister 
0;zukunft bildung  prien und brackmann      geesthacht
0;    berlin wird eben  berlin regiert und nicht  moskau 
0;gro   koalition  btw17
0;   eil    die afd   hlt alexander gauland und alice weidel als spitzenkandidaten  mehr dazu    rze bei uns 
1;wenn ihr euch selber eine meinung bilden wollt   kommt vorbei
-1;nach wie vor   weniger lohn    frauen  schwesigs entgelttransparenzgesetz wird daran wenig   ndern
-1;das    chte  montag gegen australien mit trauerflor spielen  confedcup kohl
0;der   achava jazz award geht      fractal limit     sentiert bereits eine kleine   rprobe 
-1;auf dem dorf    ringen scheint die cdu  beliebtheit verloren  haben 
-1;damit die rente nicht verschwindet        00a0   00bd     00b2   00b0     00a0   00bd     00b1   00a9   200d     00a0   00bc     00bf   00ad   00a0 wir haben  ein konzept      00a0   00bd     00b3     und die  haben vorgelegt 
1;wunderbar  uns allen   dazu   ckwunsch  nun kann  los gehen  kiezclub ist zur    connewitz 
1;infrastruktur  politischer wille und langer atem haben   nemark zum paradies    fahrradfahrer gemacht 
1; ein townhall abend als sidekick von  macht riesenspa    danke    die einladung   
1;herzlichen   ckwunsch  lieber tobias jugendforscht
0;jetzt auch auf   auf  und bald auf  und  hintergrund zeitschrift 
0;lasst die menschen selbstbestimmt entscheiden schoenewelt voteleft vote4nutria btw17 zukunftholen
0;innenausschuss brandenburg  beginn  uhr  ist jetzt schon beim top verschiedenes
0;  hle rein  wahlkampfleiterinnen treffen sich    wahlsieg  arbeiten  bochum btw17 spd
-1;herr   was sagen sie denen  die unter anderen voraussetzungen eine wohnung gekauft haben  das diskutieren wir danac
0;martin   mpfig     ber 
0;fortbildung ist anwalts liebling 
1;das institut der deutschen wirtschaft hat nachgerechnet  und  wollen familien   rker entlasten als 
-1;ich glaub   hakt  das soll die industrie mal sch   selber zahlen 
1;dann wei     wovon  spricht  wenn   gelungene integration geht 
-1;erst schleswig holstein und nordrhein westfalen  jetzt niedersachsen  rotgr   ist  ende  dieser politikentwurf hat keine zukunft 
1;gro   freude auch meinerseits     00a0   00bc     00bc   00b9 
0;john lennon   wittenberg bei      00a0   00bd     00b1   008d 
-1;  sch    krank  kommen ist trotzdem quatsch 
0;ich tippe  eher auf ein will ich auch  von merkel und der cdu 
1;  unsere antwort gab    wie schon   schon ein bisschen    her      00a0   00bd     00b8   009c  liebe      aus der kampa17
-1;bunreg   uscht   ffentlichkeit bundesrechnungshof entlarvt plan    privatisierung der autobahnen durch die hintert  
0;gleich r2g gespr   zum thema haushalt und finanzen     thueringer denkfabrik
0;anna spricht  blankenese zum thema  rechtsstaat vor religi  sem extremismus sch  tzen  fdp hhbue   
0;einblick  die jugendstilkirche adorf neukirchen auf dem   chsischen jakobsweg   
1;ministerpr  sident th  ringen        mit patenschaf    rosa    die hoffnung der archeh     
-1;  00ab ant  nzer  00bb  schlagen   nner  berlin sch  neberg  berlin
1; dann mal prost 
1;sch  nen dienstag 
0; bleibt spannend   innenminister richard dewes     die initiative nicht weiter den linken   berlassen
-1;sch      ren  dass die  viele neue mitglieder hat  wer hat noch nicht  wer will noch  bpt17
1;starkes schlusswort von  zum tvduell   ist zeit    mehr gerechtigkeit   ist zeitf  rmartin 
-1;    00a0   00bd     00b3   00a2 afd   sst taten folgen und beantragt verbot der gesichtsverschleierung wir wehren uns gegen falsche toleranz      00a0   00bd     00ba   00ab 
0;hessen unterst  tzt investitionen von bahn  nvv  vrn und     bahnh   sind visitenkarte des   pnv     
1; geht los  prideparadebudapest     00a0   00bc     00bf   00b3   fe0f   200d     00a0   00bc     00bc        00a0   00bc     00b7   00aa     00a0   00bc     00b7   00ba 
-1;die   nen wieder  tierschutz predigen und dann  was   11elf l  hrmannsteigtum ltwnrw
-1;was ich von tillich gerne   ren   rde  rassismus geh   nicht  bautzen  fail
1;  fighaltung von millionen hennen beendet  cdu wollte das nicht nur mit gr    tierschutz  
1;sicheres herkunftsland  demaizi   verbringt sommerurlaub  afghanistan
0;  bundesliga spieltag  klingbeil     mer  
1;heute bei pulseofeurope  hannover  sogar unser ministerpr  sident  war dort     frankreich weise   hlen      00a0   00bc     00b7   00aa     00a0   00bc     00b7   00ba 
0;aus aktuellem anlass wendt  
0;artikel von          informatik spektrum    algorithmen meinungsbildung   
-1; stand gestern schon  focus  nicht nur spiegel online lesen     009f        
1;alles gute zum weltfrauentag 
0;zur   ffnung des  hier meine frage zur forschungsf  rderung   
-1; ernstfall   paris    ssen wir die bundeswehr  innern  unterst  tzung bitten   rfen  herrmann klartext csuam2017
1;merkel  die   tterrente soll nicht mehr voll auf die grundsicherung angerechnet werden  wahlarena fedidwgugl
-1;das bedenkensecond der fdp bei atomkraftwerken hat die deutschen steuerzahler milliarden von euro gekostet 
-1;als cameron  britische konservative   tigte  pro europ  ische   verlassen  begann fiasko der  zum schaden    
-1;  nischer premierminister rasmussen gibt offen   dass muslime bereits teile des landes beherrschen  afd
-1;gesetzentwurfehe    alle den    ngst eingebracht haben abstimmung wird von union  amp  spd blockiert
1;war richtig toll bei euch  gera  viel erfolg  liebe   
0;ff olgen sie diesem account  
1;fakenews  wir haben  allen koalitionen steuererh  hungen verhindert  mit kollegen  fdp steuern gesenkt  cdu
0;peter altmaier  gast  viersen btw17
-1;erneuerbare abregeln    atomstrom ist falsch    
-1; also hinten  publikum  ich stand viel das wort populismus 
-1;schluss mit der kriminalisierung von irregul  rer einreise    anzeigen sind  zuviel  refugeeswelcome
-1;respekt vor den organisatoren  aber die verweigerung gro   islamverb  nde und der   rftige besuch zeigen ein eindeutiges bild  k  
-1;schw     bei dem   rftigen ausgang des referendums   tte auch keine person weniger  knast sein   rfen 
0;vorreiter    verbraucherschutz gesucht  deutsche stiftung verbraucherschutz vergibt     ihren bundespreis
1;tolle veranstaltung  der   nettetal mit landtagspr  sidentin barbara stamm und  btw17
-1;wenn die linken deutschland  sehr verabscheuen  warum sind sie dann  bundestag traudichdeutschland afd antifa
-1;irgendwie tut  immer   als   alles alleine   sen   nnte  das geht aber nicht  einer demokratie 
-1;  und viele andere journalist innen  lehrer innen  politiker innen  wissenschaftler innen sitzen immer noch  knast freedeniz
-1;mit der  habe ich   ber aktuelle fragen der pflege  und gesundheitspolitik gesprochen 
1;christian   ning wird nach  jahren als landesgesch  ftsf  hrer der spd  kiel verabschiedet alles gute 
-1;nach anti terror einsatz  keine todesliste
-1;r2g liefert  weiter geht  heute   mit dem doppelhaushalt18   thema   erdem die leidige debatte   angebliche leitkultur plenumth
-1; alter wein aus gebrauchten schl  uchen  word 
-1;sammelabschiebungen nach afghanistan stoppen  berlin wird sich daran nicht beteiligen 
1;die schattenjahre sind jedenfalls vergangenheit  gro   andrang bei der vorstellung des buches von 
-1;neokolonialismus   nix aus der geschichte gelernt 
0;worum  katholiken beneidet hat  m  nchnerkirchenzeitung verraten das ganze interview  mittwoch
0; sieht die aktuelle prognose    die bundestagswahlkreise  schleswig holstein gerade bei election  aus 
1;die linken laufen sich warm  lebe die demokratie 
-1;die schw  che der spd  sie macht das  was der partei nutzt und dem land schadet  muss sich nur noch rumsprechen   
1;gestern dritter sch  ner termin  begehung des neuen baugebietes nettetal leuth mit vielen freunden aus cdu und neuen bewohnern heimat
-1;rassismus ist das problem  nicht gefl  chtete   beitrag von    und mir   
-1;unerwarteter einflussfaktor auf die abstimmung gleich  totalchaos beim fahrdienstleister des bundestages  letzten tag des vertrags 
-1;     was davon ist bittesch   der bund verantwortlich  koellealaaf
-1;artikel lesen  dazu   llt einem echt nichts mehr ein  unfassbar marschdurchdieinstitutionen
1;ehef  ralle   warum merkel   tzlich nicht mehr mauert  amp   gewonnen haben 
1;   deniz aus hamburg freedeniz
1;bestnoten der   hler    die spd steuerreform  das zieht uns wieder nach vorne 
-1;sportgericht verurteilt nicht nazi fans  sondern diejenigen  die sich gegen nazis stellen  fassungslos  babelsberg
1;mit  heute  der oberpfalz unterwegs    eine   kologische landwirtschaft 
1;liebe   zur info  das ist neoliberal  puls4 nrw17
0;mit meiner kathiausfranken  besuch  der gedenkst  tte buchenwald
-1;exakt   steht nicht die   rde des deutschen ist unantastbar 
-1;rotrot mit neuem   hepunkt  wahlkreis des   linke will forster spd   rgermeister abw  hlen lassen
-1;die zahl gewaltt  tiger   bergriffe auf polizisten und polizistinnen hat  nrw einen   chststand erreicht 
-1;kim droht mit angriff auf  festland  usa reagieren ungew  hnlich scharf
-1;amri war bis 53min vor dem anschlag breitscheidplatz  der fussilet33 moschee und wurde dabei gefilmt   
0; berichtet   ber neue  studie  gewalt  der pflege  die vollst  ndigen ergebnisse gibt  hier
0;zwischen entsetzen und freude      00a0   00bd     00b8   00b1  btw2017 darumgruen noafd
-1;irgendwo muss  das geld    die privatschulen der spd kinder herkommen    traudichdeutschland afd
-1;gei  ler war ein meister des geschliffenen wortes und der geistreichen zuspitzung    zum tode heiner gei  lers 
1;das war eine spannende veranstaltung themar idz the1507
-1;   jedes neue elekroauto braucht soviel strom wie ein haushalt   
0;mit dem aktuellen newsletter erhalten sie informationen aus politik und wirtschaft sowie die   chsten   
1;moin moin pl   und dem rest der welt     ein paar gespr  chsterminen steht nur die sitzung des polizeibeirates   
-1;wer den hitlergru   macht  sieg heil oder auch heil trump ruft  ist nicht alt right sondern ein verdammter nazi  charlottesville
0;neuer sprecher der spd abgeordneten aus schleswig holstein ist   seine stellvertreterin ist 
1;festakt  landtag zum reformationsjubil   und die musikalische begleitung durch erhard ufermanns jazzformation 
1;spd   llig baff  sozialdemokratische partei holt mit sozialdemokratischem programm  spd labour labourmanifesto
-1;man kann viel   ber die linksradikalen schimpfen   besser ist aber  sie    sich selbst sprechen  lassen 
0;   blick aktuell    berichtet   ber unsere veranstaltung  letzten sonntag mit brigitte seebacher und   
-1;  schulz warnt vor   chtlingskrise  sein vorschlag  transitzonen  grenzkontrollen  weitere sichere herkunftsl  nder will die spd nicht
1;wussten sie       amp  viele mehr unterst  tzen angela merkel  machen sie mit  27a1   fe0f 
1;  sehr richtig 
-1;nicht fair  schulz wird   ndig ins wort gefallen  merkel nicht tvduell kanzlerindevotismus
-1;jetzt hoffentlich    alle klar  ohne kohleausstieg kein   ner koalitionsvertrag bdk2017 parisagreement
1;letzter schultag  endlich ferien  ich   nsche allen eine erholsame ferienzeit  sch  nes wetter und viel spa   mit   
-1;die identit  ren haben  somit bisher geschafft  insgesamt quasi   personen illegal nach europa  bringen 
1;dass sich die   hrenden staaten der welt  format    gemeinsame   sungen  einen tisch setzen  ist ein ermutigendes zeichen g20hh2017
0;    eckpunkte radgesetz  gesch  tzte radwege hauptverkehrsstra    100km radschnellwege  zehntausende abstellpl  tze
1;zukunftspd schulz will arbeitsmarkt    langzeitarbeitslose   rken  das hilft vor allem strukturschwachen regionen 
0;rektor schmachtenberg der rwth aachen ruft  solidarit   mit den verfolgten wissenschaftlerinnen  auf
-1;haftstrafen     nazis nach   berfall   ballst   th  ringen demn  chst mehr bei 
-1;erst mit troika  amp  mafia methode flugh  fen griechenland  ramschpreis holen  dann zeche prellen fraport
1;auch die arbeitsweise des parlamentes interessierte meine besuchergruppe aus der heimat   bundestag
1;noch nie wurde  nrw  viel geld    gute bildung ausgegeben wie mit schulministerin  
-1;habe ich was verpasst  nach den heutigen schlagzeilen muss martin schulz bei der saarlandwahl als spitzenkandidat kandidiert haben 
1;regensburg als vorreiter  ein neuer trend  das lastenfahrrad
-1;korruptionsbek  mpferin  diese frau legt sich mit den   chtigen rum  niens 
0;  chtlingsgipfel  europa will hotspots  der sahelzone  von christian schubert  paris 
-1;meine stimme ist sie nicht  leider wird verschwiegen  dass sie  sed wiedergr  ndung  th  ringen mitgewirkt hat 
1;die vernunft und die weitsicht haben gesiegt  weg     semesterapparate und kopierfreiheiten von forschern frei
1;sollten sie  wagen  sitzen  sitzen sie  wagen   danke liebe bahn    klare bahnansagen
0;cdu setzt auf mehr innere sicherheit  via 
-1;journalisten  die  arbeiten  brauchen sich   ber den l  genpresse vorwurf nicht  beklagen  fakenews
0;   wollen autobranche mit anreizen reformieren
0;auch hochguldurexport genannt hessenvorn
0;schulen  die    kinder   hrender sozialdemokraten geeignet sind  nix inklusion  gesamt und  modernes zeug 
-1;anschlag  stockholm  usbekistan   ckt ins zentrum des terrors
1;der abschluss des tages wird gro  artig  abschlusskonzert des festivals   kloster eberbach 
1;herzliche einladung  einer vortragsveranstaltung  dienstag    august    uhr  gasthof ochsen    
-1;schade  aber   kann nur besser werden  nurdiebsg
-1; sollte nicht aus kontext  herleitung  der rede gerissen werden  beschreibt   gliches szenario  nicht mehr und nicht weniger
-1;lesepflicht    alle  die angesichts der presse  befristeten stellen reflexartig auf unternehmer schimpfen 
-1; das ist schlicht die unwahrheit  wie der antrag beweist  ihr verliert inzwischen alle skrupel  oder 
1;herzlichen   ckwunsch   zur neuen aufgabe     
-1;die nrw spd wird zur gefahr    ganz deutschland  auch amri lebte dort afd berlin
1;jetzt bewerben    unser dorf hat zukunft 
1;familie ist  hause  besten 
0;haus von rosa parks  wedding  kiez spaziergang mit spd abteilung  
-1;   steht das  nur weil die  und  falsches immer wieder wiederholen  wird  dadurch nicht richtig 
-1;gef  hrlich nah    berwachungsstaat fdp kritisiert geplanten zugriff auf passbilder durch polizei  amp  geheimdienste
0;details zur neuordnung der bundl  nderfinanzen 
0;winterfest des karnevals  ruppichteroth   mit unserem landtagsabgeordneten dirk schl  mer 
0;  taucht bei google ein  die renaissance   eine cardboard machts   glich 
0; ende des tages noch eine runde element  crime
-1;auf geht  zur   nchener sicherheitskonferenz  viele gespr  che stehen  kalender  vielleicht geht   auch mal    stungskontrolle 
-1;spd muss gerade  dem thema reden  
1;die antwort auf gewalt ist die offene gesellschaft  die antwort auf entgrenzung ist heimat      kretschmann
-1;wahl  medizinische versorgung  einer   lter werdenden gesellschaft ist nicht billig   hilde mattheis  spd 
-1;   ausstellung  schloss wird teurer    versorgt r2g seine linke klientel auf unsere kosten afd
-1;das schamgef   nach  jahren schlechter regierung ist unterausgepr   
0;vor  jahren starb willy brandt 
0;  ich schaue mal nach  vermutlich  regierungsprogramm 
1; hast deinewahl mit  verpasst  kein problem  hier kannst  das interview jederzeit nachschauen 
0;heute weiter  endspurt unterwegs  dann zum kreisfeuerwehrtag  kempen  
0;das etwas andere sharepic zum equal pay day  denn auch das bonner frauenmuseum braucht geld 
-1;nicht   cke ist das problem sondern das   lkisch nationalistische netzwerk das die afd   hrung seit jahren befl  gelt
1;libert    egalit    fraternit    das hat frankreich heute gew  hlt  die grande nation war  ist und bleibt  der mitte und  herzen europas 
0;   lesen sie einfach mal meine damalige anfrage  danke 
-1;smart verbrennt unsauber   sinkt co2 aussto    feinstaub aussto        als lkw  umweltschutz durch menschentod erkauft  vorsprung  betrug
-1;was der vs  alles  werbemitteln hat  wenigstens wird dieses geld nicht     leute ausgegeben  letzteaktion
0;retweeted   gerald schneider    aschermittwoch mit vertauschten rollen  schulz und die spd   
0;wer  d  sseldorf nicht dabei sein konnte  jetzt noch ein facebook live vom balkon  
-1;klingt eher  als   tte sich  trump unterworfen      der wortwahl   
-1;die demokratie geht nicht mit einem gro   knall  grunde  sondern still und leise  und  fast  alle schauen  afd
-1; staatsversagen oder     
0;bundesgesundheitsminister hermann    auf der conhit ist   ffnungsredner
0; zwickau gibt  streit  ein graffiti   die ganze geschichte und ein voting hier 
-1;endlich kommt spd zur vernunft  erkennt  dass dauer doppelpass integration erschwert   und  sind und bleiben hier das original 
0;bin mal gespannt  wie der vergleich koa vertrag schwarz gelb nrw und jamaika  ausf  llt      
0;journalist deniz   cel muss  untersuchungshaft  das hat ein   rkischer haftrichter entschieden 
-1;gro    wie  die nazi verharmlosung von trump seziert
-1;sie hat gepokert und sie hat verloren  premierministerin may konnte die briten nicht   berzeugen 
1;auf geht  zum   fahrrad aktionstag    bin auch mit drahtesel unterwegs    653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   383c   3e65 
-1;petry auf die frage   rundfunk besser organisiert ist als     fast   berall   wir schauen  geringere kosten 
-1;selbst sehen wie sich sog  retter als schleuser bet  tigen  hier seawatch
1;allen sch  lerinnen und sch  lern einen guten start  das neue schuljahr   der freiherr vom stein schule    
1;freiheit und sicherheit   auf dem podium beim lloyd gymnasium
-1;das hier habe ich gerade retweeten wollen  ist  deutschland zensiert  bitte sch   hochgef  hrlich 
1;die  meldet  alle menschen aus der   lner seilbahn sind gerettet  gro   danke  die feuerwehr   
-1;das   pelhafte und unparlamentarische auftreten der afd macht deutlich  was sie vom ltbb     
1;     ich finde beide sind gute minister  einer ampel koalition 
-1;politik ist eine hure          aus dem   zeichen leak habe ich ein psychogramm der afd  sinkflug destilliert
0;nicola beer interview     00a0   00bd     00b3   00bb   den heute beginnenden sondierungen    00a0   00bc     00b7   00af     00a0   00bc     00b7   00b2       
-1;agh ber m  ller spricht von einer kette von   rgernissen beim ber   erkennt leider nicht  dass  ein glied dieser kette ist 
1;guten morgen      fe0f  und liebe      aus dresden     00a0   00bd     00b8        00a0   00bd     00b8        00a0   00bd     00b8       freudig hier  dresden
-1;logo der verbotenen organisation blood amp honour und   beleidigung  wurde rausgezogen the1507
0;cybersicherheit kennt keine   ndergrenzen der bundesinnenminister bei berlinklausur  
0;gabriel spricht sich    direkte verhandlungen mit nordkorea aus   machthaber kim sei nicht irre
0;wie bereitet man sich  besten auf den neuen job vor   
0;landesvorstandsmitglied der  gestern  arnstadt angegriffen  afd btw17
-1;heute auch nochmal veranschaulicht bekommen  rechts sein macht  richtig schlechte laune 
-1;ismail tipi  kinderehen zerst  ren die zukunft junger   dchen
-1;don quixote hatte sich auch schon ganz  virtuellen welten verfangen  und wie don trump ist  auf seine eigenen fakenews hereingefallen 
0;wahlkampf aus dem kanzleramt  bundesrechnungshof will  00a0 cdu jobs von merkel mitarbeitern   fen
1;wahlkampfendspurt  schwerin  starke frauen    den bundestag  ich unterst  tze  btw17
1; geht los  linkebpt sozialgerechtf  rallle
0;radeln  zwickau  grillen    diskussionen  oberlungwitz   suhl    hainic
-1; und was soll der gesetzentwurf daran   ndern   ist keine einzige regelung fuer schauspielerinnen vorgesehen  hab ich    berlesen 
0;zukunftwirdausmutgemacht  lasst uns   ber reden     tagen mit katrin  regensburg     get
0;   alle berliner innen sollen innerhalb von  tagen ihr anliegen beim   rgeramt erledigen   nnen
1;italien entscheidet sich    impfpflicht kita etc  richtiger weg  wie  unserem antrag    berlin 
-1;das ist leider faktisch falsch  gewalt ist auch und sehr oft die sprache der antifa und linksautonomen 
-1;rededauer immer umgekehrt proportional zur    der geldsumme   jew  titels   haushalt
1;gute idee  machen  bin dabei 
0;   interview mit hans christian str  bele  der taz         juni  und geheimdienstkontrolle
0;muss man wissen 
0;sie wissen noch nicht  wen sie   hlen wollen  finden sie  raus  w  hlenistwichtig btw2017
-1;wie verblendet  hasserf  llt und unmenschlich muss jemand sein  der   eine menschenmenge   hrt und wahllos leben zerst  ren will  schweden
-1; ist schon  nach   wenn kinder als berufswunsch    dschihadist    angeben und  schulen islamistische terrork  mpfer malen 
-1;nur konsequent  antidemokratische hohlphrasen von den genossen der spd machen wir afd ltnrw
-1;mda   ser  afd  sieht filmf  rderung kritisch  geld der berliner steuerzahler    nischenprojekte und genderfilme verschwenden agh
0;unser clip zum equalpayday hermitderknete
0;heute bundespr  sidentenwahl  ich   hle steinmeier  aus   berzeugung 
-1;gipfel des zynismus  angebliche   stenwache libyens  die seenotretter angreifen sind von  ausgebildet finanziert
0;die quote stimmt immerhin     00a0   00bd     00b8    
-1;hallenbetreiber sagt    erdogan minister darf nicht  frechen reden
-1;was man zur halbzeit festellen kann  die afd hat bislang thematisch quasi nix zur debatte beizutragen  wahlarena kleineskaro
1;internationale presse  merkel demonstriert gegen  ber trump moralisches   ckgrat
0;weiter gehts  vorstellungen der kandidatinnen    platz      und sabine zimmermann  saxlpt
1;ihr sucht eine neue herausforderung  der hamburger politik  ich habe  ein angebot    euch   hhbue b  rgerb  
-1;    eilmeldung     osze  referendum  der t  rkei entspricht nicht internationalen standards  
-1;das ist mehr als billig    cherlich  ist doch wohl nicht ihr niveau oder       00a0   00be     00b4    
1;martin schulz spricht  seinem wahlkampf viel von respekt und ist gerade dabei  ihn sich selbst  verdienen
-1;dieser g20 gipfel  hamburg versammelt  teilen potentaten   sungen der globalen konflikte und gerechtigkeitsfragen liegen ferner denn  
0;der diesel funktioniert sagt prof  thomas koch  wissenschaftler  karsruher institut    technologie  hier   
1;gro  artiges spiel  herzlichen   ckwunsch  ebsfcu
0;vielleicht war das der letzte sch     tsommer sonntag  diesem jahr  beim lauftraining  goseck und eulau   
1;freue mich heute auf ein paar sch   aufnahmen  lindow  neuruppin und neustadt  btw17
-1;wegen eines medienrechtlichen fehlers der autoren verwirft ostbeauftragte eine ganze rechtsextremismusstudie
1;suserfest konstanz  amp  allensbach  oktoberfest konstanz    bin jetzt gut  festform  aber mein lieblingsfest kommt noch    llefest    653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   383c   3e61 herbst
0;wahlkampf vorbei   kann man dann auch das ermittlungsverfahren gegen afd chef hampel wieder einstellen ltwnds17
1;wir freuen uns   dienstag    mit sch  ler innen und    ber trump und klima  diskutieren   hlt
1;ihr findet die zeitumstellung auch doof  dann    hlen und  ist sommerzeit  ganz europa    immer       fe0f 
-1;gestern  kanzlerin fordert onlinewahlen  verheerende digitalpolitik  kaschieren heute  massive sicherheitsl  cken  bestehenden systems
0;rodalben  wolfgang denzer ist neuer verbandsb  rgermeister   fkk 
0;  ckblick auf die landesvertreterversammlung der cdu sachsen   die   chsische union 
0;jetzt amtlich  der linke schulz will steuern nicht senken  die afd steht    niedrige steuern und sicherheit 
0;morgen angela merkel  nsaua  viele offene fragen   und wie sie als oberste aufseherin   ber die geheimdienste das bkamt   hrt 
-1;  eine wertediskussion  die manch einem verloren gegangen ist 
1;armin   ller stahl ist ein gro  artiger schauspieler und ein wunderbarer mensch   unterst  tzt martin schulz 
-1;antisemitismus fiel ihm   brigens auch nicht schwer  aber keine sorge  habe die arbeit unter zeitdruck angefertigt
0;mit einem boot zum schnorcheln  anschlie  end pause auf eine insel und schwupp  schon eine neue frisur 
1;  mir solls nicht scheitern
0; tag vor der   ffnung der  geht  heute  erster linie  mobilit   und verkehrswende 
0;das thema gerechtigkeit wird immer mit der  verbunden sein       interview     btw17  amp  g20
1; gibt nichts gutes     man tut     
0;bundeskanzlerin merkel  zdf sommerinterview      uhr   und  livestream auf heute  berlindirekt
-1;nordkorea droht den usa mit einem atomangriff  sollten die amerikaner einen   hrungswechsel herbeif  hren wollen 
1;kluge mann 
-1;der richtungsstreit  der cdu beginnt nicht erst nach der wahl   ist  vollen gange 
1;sehr gute landesvorstandssitzung seit  uhr  dessau  aufbruchstimmung  jetztistschulz
0;morsche    bringt dies   spricht  mittwoch zum thema finanzen kommunen  hlt   
1;  uft      
1;zum  geburtstag eines leider fast vergessenen gro   denkers  walter benjamin dazu auch
-1;  00bb ein solcher kodex ist vollkommen   berfl  ssig  weil  genug internationale und   lkerrechtliche regelungen gibt  00ab 
-1;trotz islamistischem terror  fordert kardinal marx weiterhin toleranz und offenheit gegen  ber muslimen
1;guten morgen aus bordesholm gestern wahlkampftour nach norderstedt heute zun  chst kieler   rotermine 
-1;rent  spahn   nrw gab  das doch schon  rent    ttgers  wir erinnern uns  die cdu kennt sich  mit geld aus 
0;spd   utet traditionelles linkes halbjahr vor wichtigen wahlen ein
-1;ein sch  nes bild   sozialdemokraten  und merkel  links  die steht falsch      00a0   00be     00b4   00a3 
-1;nachdem sich die spd gleich  wahlabend aus dem staub gemacht hat  sind die optionen begrenzt  oder nicht 
0;das movieplexx zeigt den film where  miss zum internationalen frauentag        einer sondervorstellung
-1;kritik  neuer  aus bremen wegen drastischen   ckgangs der beratungszahlen  bund soll handeln 
1;blaibach weltweit auf platz   das ist doch mal ein zeichen  dass kultur auf   chstem niveau  gerade auch auf dem   
1;diskutiere mit uns auf dem buko   ber unsere zukunft   und wie wir die welt ver  ndern   nnen  bevor  andere tun 
-1;die analysesch  rfe und  tiefe des ard chefredakteurs rainald becker bleibt unerreicht  tvduell 
0;  nnen wir das  machen           653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   383c   3e30 
1;   eine kultur des respektvollen zusammenlebens anstelle leidiger leitkulturdebatten  hier meine rede plenumth
-1;etwa vor dem sultan buckeln und bauchkriechen    lachhaft 
0;nicht verpassen  morgen   uhr     schlussrunde zur btw17 mit fdp chef 
1;too close  call   das rennen  platz3 ist   llig offen  nochmal alles geben  darumgruen
1;sehr sch    ein kompromiss ist   amp  mehr naturschutzgebiete    berlin   653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e30   623c   3e38  gute senats arbeit r2g wirkt   m  ggelsee
1;   danke  wird ein sch  ner tag 
1;wichtig ist  dass der fokus auch auf   nder wie s  dsudan oder jemen gelenkt wird   nichtvergesser
0;      ert sich   spezial zur btw17  minute   
-1;leute   zukunft eure diesel nicht mit ins    nehmen  stickoxide   her     als drau   noafd annewill
-1;und schulz   unter den   chtlingen gibt  schr   typen 
0;  ist die regul     rke  das ist das ziel  durch   gliche   berhangmandate kann  ein paar mehr geben  aber max 
-1;  sind halt  und    sollte mal was  ihren  verg  tungen sagen  ist  erstaunlich ruhig
1;   macht den unterschied 
1;morgen nach berlin zur bundespraesidentenwahl  stolz darauf  dass die  mit  steinmeier den besten kandidaten        00a0   00bc     00b7   00a9     00a0   00bc     00b7   00aa  hat 
0;bundestag gedenkt heute morgen der opfer des nationalsozialismus  holocaust
1;der war gut     deniz   cel ist ein deutscher patriot mit   rkischen wurzeln      sigmar gabriel  zdf   
1;ganz wunderbar     00a0   00bd     00b8    
0;jetzt live  wir interviewen  anl  sslich der btw17  ihr habt fragen  ihn  stellt sie via pandalive 
1;jetzt ist opposition angesagt 
1;jahresemfang der rheinland   lzischen wirtschaft  dialog und austausch sind wichtiger denn  
-1;  chster beweis daf    dass gr   intolerante  undemokratische linksfaschisten sind  wer braucht     hlt die noch 
-1; deutschland ist  inzwischen  weit gekommen  dass polizisten von syrischen clans verfolgt und bedroht werden  afd naumburg
-1; weimar wird  studikneipe geschlossen   vermieter  neuem vertrag nen regelm    igen afd stammtisch verlangt thueringen
0;gestern    bvvnk war  noch nicht sicher eben die abwendungsvereinbarung       user unterschrieben neuk  lln
0; der    ber die spionage aff   
1;gr   lebensaufgabe  diesen planeten    unsere kinder erhalten  diese aufgabe geht weiter     ltwnrw17
0;   vor ort nehme ich eine wechselstimmung wahr      gardelegen  
1;    hat uns deutschen gut getan        vertreter aus politik und gesellschaft nehmen abschied von roman herzog
-1;schlecht    sparer  amp  verbraucher  wegen merkel  fataler europolitik   ngt status quo von ezb geldschwemme  
-1;fassungslos   blockiert abschaffung stoererhaftung sabotage kurz vor bundestagswahl   
0;hopeat9pm mit bundesfinanzminister wolfgang sch  uble    berichtet 
0;das kreuz immer  mann und ein eigener gebetsraum  heimatministerium      ber glaube und gebet
-1;ist doch klar wer demokratie   hlt keine rassisten  aktionstag btw17  00a0 
