Column1;Column2;Column3;Column4
827;881444536295272448;;hach  alexander osang     berlin 
829;905491796259733504;;irgendwie kommt mir die polizeipraesenz  connewitz heute groeer vor  als sonst  wochentagen   
833;883068800299610112;;  herzlich willkommen  meinem wahlkreis  
834;908625108708839424;;die afd fraktion macht sich fuer tegel stark     september afd waehlen  traudichdeutschland 
835;859484856736264192;;was will die cdu nach diesem tvduell blo machen  laschet plakate mit kleinen katzenbabys  ein sympathietraeger    
836;905466627097075712;;burg stargards stadtvertreter haben  geheimer wahl afd mann andreas roesler von seinen funktionen abberufen 
838;873076208224706560;;noch  berlin   aber heute abend bei    offenbach   freue mich darauf    
839;880871919096127488;; heute ist klar   gibt handlungsfaehige mehrheiten jenseits der groen koalition    ehefueralle 
840;825006464041361408;;tvtipp  heute   uhr ist malu dreyer  gast bei     mit dabei     und ben becker  
841;845238104898392064;;spd sagt  gebuehrenfreie kitas  cdu sagt  nein  falsche priotitaet  gut dass  alternativen  wahlkampf gibt 
842;892637076285526016;; jahre stillstand  amp  jetzt auch noch staendig dauerregen   wird zeit  dass sich  diesem land etwas aendert  
843;879741406499221504;;schulz will mehrheit mit linken  amp gruenen fuer ehe fuer alle nutzen gut  warum nicht auch fuer begrenzung   leiharbeit  
844;837441128777527296;; aufgeblasen 
845;872776969598980096;;interview  warum heiko maas  zensur gesetz verfassungswidrig  europarechtswidrig und ueberfluessig ist  
846;903973211888656384;;hier jetzt die grandiosen recherche ergebnisse des kollegen  
847;855840093684322304;;ich wuensche den einsatzkraeften bei der heutigen kiezdemo  fhain einen friedlichen verlauf    
849;890174880066437120;;dachte deichgraef innen gehoeren der vergangenheit       
850;908257539644694528;;heute morgen  kurz vor acht  sehen wir nicht frisch aus  doroistda kaffeewirbrauchenkaffee  
851;912015252061114368;;  ich persoenlich bin kein fan von jamaika  btw17 leipzig
852;861503035696074752;;jetzt nicht mehr  herr albig  
853;880019828291096576;;bauerntag   landwirtschaft der zukunft  die vorstellungen davon liegen auch unter bauern weit auseinander    
855;856959752034758656;;man mueht sich jahrelang   dialog mit gruenen  normalisieren und jetzt nennen sie uns marktradikal  traurig  
856;887240208621686784;;ismail tipi   minderjaehrige jugendliche stehen weiterhin  fokus der salafisten 
857;847872738710704128;;daher endlich die lehren ziehen  keine erhoehung des militaerbudgets und stopp von waffenlieferungen  krisengebiete  
858;846279652859613184;;berliner verkehrslenkung  mitarbeiter sollen praemien kriegen   idee  sollte   gesamte verwaltung eingefuehrt werden 
860;873169357194637312;;wer bds rechtfertig angesichts antiisraelischen antisemitismus rechtfertigt  soll bericht expertenkommission lesen  
861;887969871702757376;;  was ist neu  einem alten  schwer sanierungsbeduerftigen flughafen  nostalgie   nicht mal vintage
863;910439265913462784;;die  ueber politik als stilfrage  malu dreyer praesidial   aggressiv  lesetipp  morgen   
864;870736249375653888;;hatte heute die ehre fuer  bei bwt17 einspringen  duerfen  bei diesen genossen immer gerne     
865;908332912772354048;;veranstaltungsuedlink  rueckgrat der energiewende oder rettung fuer kohlestrom mit     00hauptstr   kirchheim
866;877182775677378560;;waere  auch  bloed  wenn man einen lange bekannten fehler nun doch eingestehen wuerde    
867;844275038085926912;;    hast brainstorming  gute besserung 
868;871367683106902016;;journalisten hoeren trumps sprecher spicer   ihre gesichter sprechen baende  
869;911622071544958976;;der countdown laeuft    stunden werden die wahllokale geschlossen sein  bis dahin gilt   zweitstimme gruen  btw17
870;904414255528775680;; gegensatz  euch denke ich selber und habe keine dienstleister    
872;835439236752891904;;schaetze   leute gegen afd auf der strae  e2502
873;865567661161410560;;groer tag fuer hessens schueler kampagnenstart fuer deutschlands 1tes schuelerticket    
874;851524025570426880;;zweijahresprogramm zur sanierung   investiert   fast  mio   ins eigene straennetz  
875;822824209525116928;;jetzt beginnt die agrarkonf17    mit   amp  mariam mayet vom  livestream auf gruene bundestag 
876;882944713992663040;;    mitspielen  dabei sein  eine zuenftige partie skat kloppen    jubilaeumspreisskat   jahre yvonne  amp  olli     
877;879417645015199744;;unsere letzte regulaere csu landesgruppensitzung  dieser wahlperiode  
878;890244598383210496;;janine patz fragt  wie viel personen aus verbotenem nazispektrum muessen  versammlung teilnehmen  damit die untersagt wird  themar
879;875048622940925952;;von goldenerspatz aus erfurt zurueck  mahe  amp  einfach traurig  renate holland moritz ist gestorben  danke fuer alles 
881;871977067210055680;;unser sport  morgen rund  den  mit loew vor   mit katar wmboykott und   auf bitte 
882;843531177948516352;;unser parteivorsitzender und kanzlerkandidat heit   
883;884419223413542912;;nach gespr  mit besuchergruppe  berlin  morgen jetzt wieder  stuttgart  uebergabe der  welterbe urkunde fuer  corbusier haeuser
884;907289428783239168;;die fdp schuldet der rentenkasse viel geld  der kostenstreit kommt fuer parteichef lindner zur unzeit 
885;905879685741019136;;fundstueck 
886;841800175526023168;; sind sie   die maenner mit kurzen      
887;906422707318874112;;afd spitzenkandidaten weidel und gauland boykottieren zdf sendung illner intensiv 
888;863851236474454016;;hochrechnung von   uhr  die linke gewinnt    dazu  bleibt aber unter der   marke  ltwnrw 
889;877589738999427072;;jetzt  gedpraech mit olaf scholz  wichtiges thema  g20  doroistda 
890;899171017096134656;;bester mann  
891;914491172537716736;;die bundesregierung darf  den entwicklungen  katalonien nicht laenger schweigen   
892;913334622032887808;;volkssturm  afd verfaellt  nazi jargon  die masken fallen  das war klar ist aber trotzdem ein trauerspiel 
893;850020643605291008;;afghane klagt gegen arbeitsverbot fuer fluechtlinge mit schlechter bleibeperspektive  bayern  mit erfolg  
894;843938605215158272;;der martin geht    maerz lieber  einem sommerfest  statt sich der verantwortung fuer unser land zustellen     
895;857181649880178688;;einfach unverschaemt aber eben auch leider typisch fuer den verfassungsschutz sachsen     
896;822503308728352768;;sehr guten termin mit  und  gehabt   geht dieses gute regieren  r2g xhain
897;912714784327512064;;landeserntedankfest  burgstaedt und agrolympics   was besucher wissen muessen  
898;815538485994078208;;   danke fuers folgen  follower    auf ein gruenpolitisches neues jahr 
899;899633392773468160;;der moment  wenn  merkst  dass deine kids drachenbahn und riesenrad besser drauf haben als   zuvor   ueberrascht
900;898165028855132160;;die wichtige botschaft bleibt  mehr als  prozent der eier aus niedersachsen sind unbelastet   gruene wirkt 
902;836831297095991296;;merkel hinter gittern sorgt fuer aufregung  aber trump den kopf abschlagen ist   
903;894186000263655424;;das mit  alias  ist doch wohl ein witz     aber ein ganz schlechter  
904;897173747068801024;;dfb pokal   unterliegt  mit    berlin
905;842068915471679488;;rueckblick auf den ersten g20 consumer summit heute  berlin  g20consumers
906;917858274967539712;;ohne holland fahren wir zur  eigentlich schade   waren immer dankbare gegner   freue mich auf die islaender 
907;824864285335515136;;   nein   gibt ein eigenes voelkerstrafrecht   dort ist das verbot jetzt drin
908;909372691291021312;;gestuetschau schwaiganger   das staatliche staatsgut 
910;911915828022562816;;   dann will ich mal     ins seniorenheim  toi  toi toi  kai  
912;851670960621092864;; ice  aus der schoensten stadt der welt  die hauptstadt  reichstagsfuehrung diskussion mit schuelern der beruflichen schule city sued 
913;840833790301880320;;umfrage  afd sackt deutlich   spd ueberholt union  osten  
916;857525032570015744;;wie einige gruene europaparlamentarier mit datenschutz umgehen ist gruselig datensammln newsletter nounsunscribe
917;904768363293016064;;eine frage haetten wir  noch     tvduell wahlalter 
919;865162084711092224;;    die heutige landtagssitzung live     
920;874863129922076672;;mindestens  verletzte bei wohnhausbrand  london  
921;832206645031759872;;maly  wir muessen bauland mobilisieren   wohnraum schaffen  koennen
922;909480291823177728;;die debatte  den wolf wird immer emotionaler  sagt   stimmt  unter anderem weil die  sie fleiig anheizt 
924;850414933548445696;;top aktuell interview mit karin leukefeld aus damaskus  giftgas und  schlag  syrien russland usangriff
925;827164734004817920;;   das passt gerade zum gespraech  
926;886552140231192576;;keine ahnung  was  steht  aber das video ist groartig  
927;824609631209136128;;das war wohl immer ein problem  dass der applaus fuer gabriel meistens nicht aus seiner partei kam  
930;846034709272563712;;oestlich der saar ist nicht noerdlich der elbe   norden weht ein anderer wind  wir drehen das  ltw17 saarland ltwsh
931;858271676320055296;;rheinland pfalz  das land der meisten aeltesten staedte der welt  spdlvv
932;886555879507668992;; mach ich dann  morgen mit dem rad
933;878640558473957376;;jetzt  der   dostojewskis karamasow  abendfuellend  und das letzte mal ost  
934;824177617695862784;;fuer bevorstehenden wahlkaempfe habe spd mit wechsel  schulz die richtige entscheidung getroffen   
935;883945475329728512;;ein scherbenhaufen fuer das klima und hamburg   und  zum g20 ergebnis  
936;841902144982798336;;auf ein wiedersehen  jerusalem 
937;866401810478755840;;und das klingt besonders ueberzeugend  wenn   formuliert wird  mit ausrufezeichen und     
938;851485329878118400;;bei den kommunalwahlen  finnland waren die rechtspopulistischen wahren finnen die loser  
939;920000905130532864;;tolles caf und wichtiger treffpunkt  dessen zukunft hoffentlich gesichert werden kann  
940;876830647075078144;;wer meint  man stoppt den kapitalismus mit dem stellwerk der berliner  bahn  der sch    offenbar auf die arbeiterklasse  g20
941;919902122472288256;;antwort  weniger stimmberechtigte  stimmzettel nicht  umschlag gelegt  bewusst nicht teilgenommen  hinweise werden ueberarbeitet   agh
942;885935050780487680;; stimmt  ich hab meine letzte rate auch nicht ueberwiesen 
943;866207735649640448;;update afghanistan  bewaffnete toeten eine deutsche  kabul   finnin entfuehrt  wachmann umgebracht 
944;883312112575107072;;g20 gipfel  hamburg als rechtsfreier raum  unser monitor film zur hamburger linie   
945;915175188437839872;;die schulz sympathie nach der spiegel story  ein groer irrtum  
946;825272327504015360;;  das mahnmal ist dort   die nazis  berlin dieses programm gesteuert haben  von daher historisch richtig 
947;838439372479397888;;rotrot muss tarifabschluss fuer beamte zeitnah und vollstaendig uebernehmen  alles andere waere unsozial brandenburg
948;849165483786067968;;  hallo faktenfinder  einer ihrer beitraege zur zuwandererkriminalitaet grenzt  fakenews 
949;866301191583670272;;medien maaslos  fake news greifen  sich  netzdg  
950;915602716352745472;;wieder einer raus  diekoennenesnicht
951;879557722286501888;;  tabea reif gewinnt buntstattblau  rlp  
952;894081005589585920;;bin heute auf den ersten tweet von  gespannt  fdp auch schuld bei der regierungserklaerung von weil vw    
953;845593919803080704;;sie sind wieder   die stoerche  dach der schwabacher stadtkirche 
954;888675304574783488;;sommerpause  nicht mit uns waehrend die altparteien  den urlaub fahren  wird bei der afd gearbeitet 
955;909660037508984832;;hammer rede  wir koennen  wenigstens versuchen  zahlen tun   die dummen spieer die arbeiten gehen und nicht wir   
956;896762707139014656;;hier meine gestrige bewerbungsrede beim parteitag von   zur landtagswahl      ltwnds
957;895206038076608512;;hamburg ermoeglicht beamten gesetzliche krankenversicherung 
958;867264242121965568;;stammtisch  muenchen   heute stammtisch  nuernberg literaturhaus  
959;859484948620693504;;bei anruf jaeger droht gefahr  denkt selbst hannelore kraft  schluss damit  nrwgehtsicherer 
960;877983183836389376;;spd punktet bei den deutschen mit ihrem steuerkonzept     
961;884500871467421696;;tuerkei  hunderttausende bei grokundgebung der opposition  istanbul  via 
962;863033554388881408;;nachdenkseiten fragt das ende des deutschen solarzeitalters  
963;907497946631077888;;     gruee  saloniki   
964;904255987380576256;;besuch  cuxhaven beim lichtenberg gymnasium und gespraech  naturschutz  wirtschaft  elbe und wolf  
965;898061513629609984;;schroeder will sich von   firma kaufen lassen  die auf der  sanktionsliste steht  das ist keine privatsache  
966;865193068101849088;;  wer will kauft  die anderen bleiben mieter afd
967;885133844038516736;;unser wahlprogramm steht nun zum download bereitzukunftwirdausmutgemacht mutludirekt btw2017 mutlufuermitte 
968;906154195631386624;;out now  diedreifragezeichen  amp  das dorf der teufel  ein comic von ivar leon menger  john beckmann und mir  
969;876442197062811648;;das ist verdammt clevere werbung  ich dachte erst  einen druckfehler    
970;873870931202105344;;  auf jeden fall   slogans rumspielen geht noch  
972;897123005075267584;;wir brauchen bessere transparenzregeln und veroeffentlichungspflichten fuer spenden transparenz  
973;874001918917578752;;wagenknecht reicht   wenn sie linksparteiland regiert  kommentiert  den linkebpt 
974;856729914753646592;; ist  lieber   
975;908291880575815680;;hier irrt juncker massiv  
977;899757001370030080;;gauland sind bisher noch keine rechtspopulistischen inhalte  seinem verein begegnet  stimmt   waren rechtsextreme  ueberzeugtuns
978;907188506069434368;;kommen wir zum titel aufloesung des kapitals  aeh kapitels  innsicho
980;874885741041643520;;heute diskutieren wir  der hhbue    unseren antrag g20   die protestierenden brauchen ein camp nog20
981;827179943901745152;;mit katja mast bei der mobilen jugendarbeit  muehlacker  vorbildliches engagement fuer praevention 
982;842649577543159808;;wir brechen nur bei waehlern ins unionslager ein   auch die cdu leistungstraeger fliehen  uns  refugees welcome 
983;919852958812180480;;sie verschlucken plastik  meer  weil sie  fuer nahrung halten   verhungern qualvoll  plastik strategie fordern  
984;853294813176844288;; milliarden fuer bildung  richtig   besser als  milliarden fuer  militaer  deshalb  schulz  amp  spd  
985;850678457126334464;;britta ernst  schulfrieden nicht zerstoeren  dabei entscheidet auch   soziale herkunft ueber schulbildung  ltwsh 
987;830693541491965952;;die banken muessen endlich reinen tisch machen und ihre steuern nachbezahlen  cumex cumcum commerzbank  
988;906427595797024768;;  dann ist die aussage aber  mindestens unklug 
989;903962885751279616;;danke claudia roth   dieser beitrag bringt auf den punkt warumgruen darumgruen darumclaudia 
990;848954650053283840;;putzig  spd regiert  aber cdu soll  richten   ich kuemmere mich gerne weiter  bibliothek verkauft  via 
991;817363176232783872;; montag  uhr halte ich vortrag  gesundheit  feinstaub  laerm  leverkusen  diskutiere tunnelloesung   
992;875759853683265536;;rip helmut kohl     ein leben fuer deutschland und europa  ein nachruf  via 
993;901059109428109312;;wer mit linksuntenindymedia sympathisiert  der verherrlicht extremismus 
994;865937070551904256;;zweites banner der demo  b2005 
995;841374508405657600;;weiterfuehrende infos auch hier  
997;910401912939450368;;keine experimente wagen   dann darf eine frau definitiv nicht gewaehlt werden  merkel  afd btw17    
998;834875571230425088;;diejenigen  die unsere engsten angehoerigen und auch uns pflegen  duerfen wir nicht allein lassen  das gebietet der respekt 
999;860060807899607040;;   die afd  ihre polemiken koennen sie sich  lange klemmen  wie frau von storch monat fuer monat  diaeten kassiert  agh

